"","ID","ID-IC","Name","State-District","Long","Lat","1901","1911","1921","1931","1941","1951","1961","1981","1991","2001","2011"
"1939","Utt13587","Utt1915","UttarDhalhara","19_15",87.929617,22.327745,NA,NA,NA,NA,NA,NA,13900,20176,21567,24839,28560
"1940","Bem7197","Bem2210","Bemetra","22_10",81.5337,21.7147,NA,NA,NA,NA,NA,NA,NA,16229,19093,23315,28536
"1941","Lid18347","Lid2413","LidoTown","24_13",71.3666,20.86647,NA,NA,NA,NA,NA,NA,11863,18462,19737,25086,28522
"1942","Sim17124","Sim2319","Simrahi","23_19",75.63972,24.189292,NA,NA,NA,NA,NA,NA,10046,20487,22990,21507,28512
"1943","Los10669","Los813","Losal","08_13",74.9175,27.4011,NA,NA,NA,NA,NA,NA,NA,15880,19283,25361,28504
"1944","Ali7478","Ali2324","Alirajpur","23_24",74.3559,22.3064,NA,NA,NA,NA,NA,NA,13589,17880,21900,25164,28498
"1945","Ruk15214","Ruk1906","Rukundipur","19_06",87.924069,25.214645,NA,NA,NA,NA,NA,NA,13902,25260,26689,23040,28492
"1946","Bai13878","Bai1912","Bainchi","19_12",88.197518,23.121082,NA,NA,NA,NA,NA,NA,12933,20082,21297,25264,28492
"1947","Pav2486","Pav2918","Pavagada","29_18",77.281321,14.101326,NA,NA,NA,NA,NA,NA,NA,14435,19306,28068,28486
"1948","Shi6743","Shi2702","Shindkhede","27_02",74.747291,21.270997,NA,NA,NA,NA,NA,NA,12044,20310,24031,24194,28448
"1949","Pas7785","Pas801","Pasan","08_01",73.208867,29.19207,NA,NA,NA,NA,NA,NA,14307,23454,26060,29565,28447
"1950","Rap8365","Rap2401","Rapar","24_01",70.646438,23.572799,NA,NA,NA,NA,NA,NA,11987,14984,16466,23057,28407
"1951","Ver7544","Ver2412","Veraval","24_12",70.792883,22.156106,NA,NA,NA,NA,NA,NA,NA,NA,NA,20475,28401
"1952","Kom41107000","Kom3211","Komalapuram","32_11",76.31667,9.516666,NA,NA,NA,NA,NA,NA,NA,NA,NA,43300,28399
"1953","Son13306","Son1816","Sonari","18_16",95.01829,27.027765,NA,NA,NA,NA,NA,NA,10488,19002,20375,24718,28388
"1954","Gan3434","Gan2817","Ganapavaram","28_17",80.1714,16.1249,NA,NA,NA,NA,NA,NA,NA,NA,NA,20079,28375
"1955","Hos2356","Hos2913","Hosdurga","29_13",76.2857,13.7989,NA,NA,NA,NA,NA,NA,NA,12380,17257,22488,28370
"1956","Jaf14705","Jaf197","Jafrabad","19_07",87.9531021877999,24.6750106478,NA,NA,NA,NA,NA,NA,NA,NA,NA,21599,28332
"1957","Kuk7476","Kuk2325","Kukshi","23_25",74.755664,22.205223,NA,NA,NA,NA,NA,NA,12123,16164,19838,24313,28331
"1958","Che143","Che3329","Cheranmadevi","33_29",77.561194,8.682724,13500,18500,18800,18600,17200,16891,NA,16891,19255,25214,28330
"1959","Kan6744","Kan2422","Kansad","24_22",72.871494,21.060578,NA,NA,NA,NA,NA,NA,NA,NA,NA,17384,28327
"1960","Moh5823","Moh2724","MohpadaAliasWasambe","27_24",73.193735,18.887789,NA,NA,NA,NA,NA,NA,13018,18121,20093,27233,28325
"1961","Kal7497","Kal2410","Kalavad","24_10",70.383046,22.20694,NA,NA,NA,NA,NA,NA,12698,20816,21026,24858,28314
"1962","Lar16719","Lar960","Lar","09_60",83.970152,26.203694,NA,NA,NA,NA,NA,NA,12521,20869,22400,25363,28307
"1963","Sru5606","Sru2812","Srungavarapukota","28_12",83.141338,18.111807,NA,NA,NA,NA,NA,NA,15799,18808,23644,26378,28304
"1964","Jan17651","Jan958","JanglRaneeSohasKunwari","09_58",83.366219,26.648739,NA,NA,NA,NA,NA,NA,11109,17304,19504,23490,28290
"1965","Lal9175","Lal945","LalGopalganjNindaura","09_45",81.626593,25.636894,NA,NA,NA,NA,NA,NA,11915,18331,19296,22992,28288
"1966","Mor18340","Mor1815","MoranTown","18_15",94.9054,27.1761,NA,NA,NA,NA,NA,NA,10778,18061,21253,25726,28262
"1967","Uji2073","Uji2924","Ujire","29_24",75.282186,12.98879,NA,NA,NA,NA,NA,NA,NA,17173,21291,25814,28216
"1968","Shi2819","Shi2911","Shiggaon","29_11",75.224477,14.991485,NA,NA,NA,NA,NA,NA,11089,14985,19809,24327,28207
"1969","Tha17382","Tha2917","Thakurganj","29_17",75.9732,13.6,NA,NA,NA,NA,NA,NA,10946,17887,19371,22702,28173
"1970","Eda656","Eda3303","Edakalinadu","33_03",80.004174,12.304394,NA,NA,NA,NA,NA,NA,12482,19813,23321,25793,28172
"1971","Jas10051","Jas931","Jaswantnagar","09_31",78.903291,26.882621,NA,NA,NA,NA,NA,NA,11539,14794,19707,25333,28164
"1972","Bha9365","Bha2305","Bhander","23_05",78.610962,25.968552,NA,NA,NA,NA,NA,NA,NA,15746,18231,22858,28161
"1973","Han2750","Han2911","Hangal","29_11",75.124485,14.764201,NA,NA,NA,NA,NA,NA,NA,17089,20906,25009,28159
"1974","Kir10328","Kir915","Kiraoli","09_15",77.7832,27.1388,NA,NA,NA,NA,NA,NA,NA,15238,17278,22337,28150
"1975","Jha7322","Jha2421","Jhadeshwar","24_21",73.058695,21.736518,NA,NA,NA,NA,NA,NA,NA,NA,NA,16651,28148
"1976","Sar9017","Sar944","SaraiAquil","09_44",81.510108,25.378185,NA,NA,NA,NA,NA,NA,NA,16396,18972,23288,28148
"1977","Pol1776","Pol3306","Polur","33_06",79.122148,12.511133,NA,10000,10000,11700,13200,16100,10399,20390,23046,25505,28123
"1978","She17441","She1003","Sheohar","10_03",85.294018,26.514142,NA,NA,NA,NA,NA,NA,NA,12269,13915,21262,28116
"1979","Gun1490","Gun2927","Gundlupet","29_27",76.692036,11.810404,NA,NA,NA,NA,NA,NA,17769,19965,23934,26340,28105
"1980","Nag10996","Nag2339","NaglaSabalUrfGonda","23_39",79.923766,23.50219,NA,NA,NA,NA,NA,NA,NA,NA,NA,11318,28091
"1981","Kal3763","Kal2807","Kalwakurthy","28_07",78.491807,16.666782,NA,NA,NA,NA,NA,NA,10651,20483,21374,25146,28060
"1982","Dha11532","Dha920","DhauraTanda","09_20",79.416352,28.582093,NA,NA,NA,NA,NA,NA,NA,13505,17582,23902,28057
"1983","Dev2179","Dev922","Devanahalli","09_22",80.100755,28.066656,NA,NA,NA,NA,NA,NA,NA,15192,18253,23406,28051
"1984","Gad11830","Gad512","Gadarpur","05_12",79.2475,29.0477,NA,NA,NA,NA,NA,NA,NA,13052,13750,19884,28047
"1985","Aro8519","Aro2307","Aron","23_07",77.4188,24.3823,NA,NA,NA,NA,NA,NA,NA,14010,14747,21178,28010
"1986","Roh5398","Roh2724","RohaAshtami","27_24",73.118812,18.435327,NA,NA,NA,NA,NA,NA,NA,14115,15527,26398,27993
"1987","Ram12624","Ram901","RampurManiharan","09_01",77.451855,29.805184,NA,NA,NA,NA,NA,NA,12315,16420,NA,24844,27979
"1988","Kha17021","Kha1803","Kharijapikon","18_03",90.6409,26.0418,NA,NA,NA,NA,NA,NA,NA,12621,13715,20851,27978
"1989","Tit18213","Tit1817","TitaborTown","18_17",94.195546,26.593113,NA,NA,NA,NA,NA,NA,10192,15494,16534,21100,27970
"1990","Hoo2829","Hoo2912","HoovinaHadagalli","29_12",75.932305,15.019831,NA,NA,NA,NA,NA,NA,NA,13724,18713,23414,27967
"1991","Bar16003","Bar963","Bariya","09_63",84.469374,25.771174,NA,NA,NA,NA,NA,NA,11112,17922,18701,22865,27956
"1992","Tha8718","Tha2402","Tharad","24_02",71.626853,24.397807,NA,NA,NA,NA,NA,NA,NA,15894,18061,22815,27954
"1993","Sai4783","Sai2731","Saidapur","27_31",74.18752,17.305362,NA,NA,NA,NA,NA,NA,11242,17718,19312,23073,27944
"1994","Pal302","Pal3326","Pallapatti","33_26",77.8353981764999,9.45084931881,NA,NA,NA,NA,NA,NA,12097,17282,18991,24326,27925
"1995","Jal12491","Jal92","Jalalabad","09_02",77.4388131285,29.617856788,NA,NA,NA,NA,NA,NA,16121,20668,22465,23588,27921
"1996","Mah14051","Mah1910","Mahatpur","19_10",88.497711,23.490607,NA,NA,NA,NA,NA,NA,NA,NA,NA,22877,27912
"1997","Kul909","Kul3314","Kulithalai","33_14",78.423103,10.937099,NA,NA,NA,NA,NA,11800,NA,19756,23996,26161,27910
"1998","Sul982","Sul3312","Sulur","33_12",77.125571,11.025491,NA,NA,NA,NA,NA,NA,NA,17988,19715,24152,27909
"1999","Meh18084","Meh956","Mehdawal","09_56",83.109754,26.976389,NA,NA,NA,NA,NA,NA,15765,19706,22490,24662,27897
"2000","Cha14687","Cha1907","Chachanda","19_07",87.993826,24.640742,NA,NA,NA,NA,NA,NA,14193,20975,22433,20584,27887
"2001","Bed7832","Bed2410","Bedi","24_10",70.045845,22.530905,NA,NA,NA,NA,NA,NA,NA,12057,13105,19112,27872
"2002","Moh5015","Moh2730","Mohol","27_30",75.644626,17.809118,NA,NA,NA,NA,NA,NA,NA,15455,19092,25023,27833
"2003","Tal7208","Tal2414","Talaja","24_14",72.036429,21.352759,NA,NA,NA,NA,NA,NA,10348,17246,17965,26104,27822
"2004","Phu9122","Phu945","Phulpur","09_45",82.08752,25.550113,NA,NA,NA,NA,NA,NA,11992,15752,18178,26438,27813
"2005","Arn6127","Arn2714","Arni","27_14",77.956409,20.068863,NA,NA,NA,NA,NA,NA,11860,18246,18810,24441,27809
"2006","Vad8459","Vad2404","Vadnagar","24_04",72.639282,23.784358,13800,11300,11700,12700,13600,14600,13454,24915,25167,25033,27790
"2007","Cha9007","Cha939","Charkhari","09_39",79.746618,25.402885,11800,NA,NA,11100,12700,11700,12454,16387,21073,23940,27760
"2008","Tan2921","Tan2818","Tangutur","28_18",80.040328,15.339675,NA,NA,NA,NA,NA,NA,13888,20127,23820,26278,27652
"2009","Muk5462","Muk2715","Mukhed","27_15",77.365011,18.704509,NA,NA,NA,NA,NA,NA,11385,18664,19646,25933,27650
"2010","Mag2023","Mag2921","Magadi","29_21",77.224974,12.955756,NA,NA,NA,NA,NA,NA,12160,17623,19646,25031,27605
"2011","Iri40726000","Iri3207","Irinjalakuda","32_07",76.21667,10.31667,NA,NA,11100,17400,19900,22400,25400,26100,27500,28900,27603
"2012","Bha7010","Bha2119","Bhanjanagar","21_19",84.580086,19.925149,NA,NA,NA,NA,NA,NA,10327,18117,20409,26261,27560
"2013","Phi13046","Phi304","Phillaur","03_04",75.789536,31.017871,NA,NA,NA,NA,NA,NA,NA,19305,22698,24473,27557
"2014","Kan6695","Kan2124","Kantabanji","21_24",82.919958,20.467116,NA,NA,NA,NA,NA,NA,11154,20206,21691,25068,27540
"2015","Mah5196","Mah2724","Mahad","27_24",73.423299,18.08015,NA,NA,NA,NA,NA,10300,10476,15873,18662,24276,27536
"2016","War7256","War2345","Waraseoni","23_45",80.052901,21.764892,NA,NA,NA,NA,NA,NA,10163,19927,20757,24757,27494
"2017","Ten8070","Ten2312","Tendukheda","23_12",79.538201,23.396107,NA,NA,NA,NA,NA,NA,NA,NA,NA,11229,27476
"2018","Kur1291","Kur3318","Kurinjipadi","33_18",79.594428,11.563748,NA,NA,NA,NA,NA,10000,16298,21730,23117,22883,27471
"2019","Sor10977","Sor917","Soron","09_17",78.745638,27.890692,12200,11600,10200,12200,12900,13200,NA,22324,23604,29252,27468
"2020","Sau7236","Sau2343","Sausar","23_43",78.796989,21.656164,NA,NA,NA,NA,NA,NA,11814,14954,18803,24312,27459
"2021","Raj14596","Raj1036","Rajauli","10_36",85.50063,24.645776,NA,NA,NA,NA,NA,NA,NA,12526,14783,20139,27435
"2022","Had5956","Had2715","Hadgaon","27_15",77.659065,19.499139,NA,NA,NA,NA,NA,NA,12394,16308,16473,23339,27433
"2023","Cha14181","Cha2924","Chandrapura","29_24",74.848199,13.063095,NA,NA,NA,NA,NA,NA,14813,17634,19814,22396,27425
"2024","Raj11211","Raj804","Rajaldesar","08_04",74.471,28.0267,NA,NA,NA,NA,NA,NA,NA,15236,19538,22836,27419
"2025","Ban15226","Ban1906","Bandhail","19_06",88.195947,25.21578,NA,NA,NA,NA,NA,NA,12224,17454,19190,22402,27405
"2026","Pac8312","Pac2330","Pachore","23_30",76.7326,23.7139,NA,NA,NA,NA,NA,NA,13244,35794,41142,20939,27396
"2027","Sad9004","Sad820","Sadri","08_20",73.4538,25.1847,NA,NA,NA,NA,NA,11200,13401,20939,21151,24413,27390
"2028","Pen2469","Pen2822","Penukonda","28_22",77.595342,14.083331,NA,NA,NA,NA,NA,NA,NA,NA,NA,23910,27382
"2029","O&a","O&a2712","O&aposValley","27_12",79.964082,20.622462,NA,NA,NA,NA,NA,NA,NA,15503,19794,24793,27366
"2030","Kaj14124","Kaj1909","Kajora","19_09",87.190099,23.616965,NA,NA,NA,NA,NA,NA,10456,19010,19398,24995,27275
"2031","Ked1281","Ked324","Kedavur","32_04",75.9407270496,11.4655951291,NA,NA,NA,NA,NA,NA,13648,19222,21160,23283,27273
"2032","Sak6651","Sak2702","Sakri","27_02",74.3158,20.9922,NA,NA,NA,NA,NA,NA,NA,NA,10443,21642,27262
"2033","Reo15537","Reo965","Reotipur","09_65",83.713634,25.537747,NA,NA,NA,NA,NA,NA,12989,17318,19950,23307,27228
"2034","Dap4982","Dap2732","DapoliCamp","27_32",73.186104,17.759507,NA,NA,NA,NA,NA,NA,NA,15185,16334,24029,27218
"2035","Pat5830","Pat2726","Pathardi","27_26",75.175374,19.170895,NA,NA,NA,NA,NA,NA,11500,17969,19532,22827,27211
"2036","Muk6569","Muk2703","Muktainagar","27_03",76.061066,21.049624,NA,NA,NA,NA,NA,NA,NA,14931,16396,20991,27180
"2037","Kun9245","Kun943","Kunda","09_43",81.512802,25.720479,NA,NA,NA,NA,NA,NA,10105,14860,16491,22311,27179
"2038","Jaf6681","Jaf1814","Jafrabad","18_14",95.740161,27.296802,NA,NA,NA,NA,NA,NA,11143,16149,17553,25086,27167
"2039","Mav2487","Mav2910","Mavalli","29_10",74.496397,14.106634,NA,NA,NA,NA,NA,NA,13692,19018,21597,24702,27157
"2040","Aya668","Aya3313","Ayakudi","33_13",77.559599,10.456182,NA,NA,NA,NA,16000,14800,12748,20899,23221,23370,27156
"2041","Dha17050","Dha1006","Dharahara","10_06",86.83126,26.265212,NA,NA,NA,NA,NA,NA,NA,NA,10565,20240,27152
"2042","Pin8830","Pin819","Pindwara","08_19",73.049803,24.793739,NA,NA,NA,NA,NA,NA,NA,15216,16716,22806,27137
"2043","Ass12385","Ass606","Assandh","06_06",76.604906,29.519849,NA,NA,NA,NA,NA,NA,10979,15912,16749,22707,27125
"2044","Nev6024","Nev2726","NevasaKh","27_26",74.925786,19.551356,NA,NA,NA,NA,NA,NA,10886,17518,21822,24943,27106
"2045","Ava3343","Ava2904","Avanigadda","29_04",77.083042,17.117781,NA,NA,NA,NA,NA,NA,14622,22022,24066,27006,27087
"2046","Kee188","Kee3329","Keezhapavur","33_29",77.397093,8.922745,NA,NA,NA,NA,NA,NA,NA,18430,21738,25067,27051
"2047","San17796","San1902","Sannyasikata","19_02",88.457103,26.574649,NA,NA,NA,NA,NA,NA,12501,17363,18873,23033,27044
"2048","AJ1610","AJ2216","AJettihalli","22_16",81.253816,18.703393,NA,NA,NA,NA,NA,NA,NA,15981,18976,20411,27028
"2049","AJe1610","AJe2216","AJettihalli","22_16",81.253816,18.703393,NA,NA,NA,NA,NA,NA,NA,15981,18976,20411,27028
"2050","Jan12217","Jan902","Jansath","09_02",77.848836,29.325268,NA,NA,NA,NA,NA,NA,NA,15278,19654,23927,27015
"2051","Bag2362","Bag2919","Bagepalli","29_19",77.794242,13.784031,NA,NA,NA,NA,NA,NA,NA,11596,12336,20119,27011
"2052","Pay5548","Pay2813","Payakaraopeta","28_13",82.59263,17.37525,NA,NA,NA,NA,NA,NA,11535,20973,22077,24670,27001
"2053","Lat13899","Lat2002","Latehar","20_02",84.511586,23.744942,NA,NA,NA,NA,NA,NA,NA,13570,15078,19082,26981
"2054","Che1723","Che3306","Chengam","33_06",78.791336,12.310346,NA,NA,NA,NA,NA,NA,NA,19310,21164,23223,26980
"2055","Gar16099","Gar1017","Garkha","10_17",84.868886,25.8346,NA,NA,NA,NA,NA,NA,NA,12122,13473,22235,26907
"2056","Pam2804","Pam2822","Pamidi","28_22",77.592442,14.945149,NA,NA,NA,NA,NA,NA,11345,18909,19697,22585,26886
"2057","Pri8911","Pri2308","Prithvipur","23_08",78.75251,25.208426,NA,NA,NA,NA,NA,NA,NA,15488,17020,22535,26883
"2058","Mah15129","Mah1906","Maharajpur","19_06",88.078218,25.183912,NA,NA,NA,NA,NA,NA,NA,16276,16906,21078,26876
"2059","Har10817","Har924","Hargaon","09_24",80.734575,27.762081,NA,NA,NA,NA,NA,NA,11417,16985,17878,22301,26855
"2060","Pun13286","Pun111","Punch","01_11",74.092013,33.769097,NA,NA,NA,NA,NA,NA,NA,NA,NA,23978,26854
"2061","Vad509","Vad3324","Vadipatti","33_24",77.9663,10.0831,NA,NA,NA,NA,NA,NA,12907,16762,19913,21833,26830
"2062","Ara381","Ara329","Arakkulam","32_09",76.8356343656,9.80485172619,NA,NA,NA,NA,NA,NA,14147,22516,24750,27072,26821
"2063","Kan437","Kan329","Kanjikuzhi","32_09",76.9317127398,9.95425714129,NA,NA,NA,NA,NA,NA,16904,25612,27955,28504,26809
"2064","Nag3708","Nag2807","Nagarkurnool","28_07",78.311232,16.48748,NA,NA,NA,NA,NA,NA,NA,14878,18977,26157,26801
"2065","Sri2186","Sri2919","Srinivaspur","29_19",78.212212,13.337719,NA,NA,NA,NA,NA,NA,NA,12433,16550,22959,26793
"2066","Ana4357","Ana2814","Anaparthy","28_14",81.953374,16.93379,NA,NA,NA,NA,NA,NA,11684,21244,22425,25533,26788
"2067","Bhu1205","Bhu3318","Bhuvanagiri","33_18",79.643547,11.442409,NA,NA,NA,NA,NA,10300,12318,19737,22773,24217,26782
"2068","Ita9076","Ita830","Itawa","08_30",76.380395,25.537837,NA,NA,NA,NA,NA,NA,NA,11551,12193,19971,26741
"2069","Jai9545","Jai928","Jais","09_28",81.547471,26.264925,12700,12900,11300,12400,NA,NA,12139,15174,20934,24363,26735
"2070","Ved691","Ved3313","Vedasandur","33_13",77.950553,10.528147,NA,NA,NA,NA,NA,NA,NA,13631,17213,21723,26728
"2071","Kom679","Kom3312","Komaralingam","33_12",77.349,10.4881,NA,NA,NA,NA,NA,NA,13599,20777,23603,23966,26712
"2072","Beh15607","Beh1029","Behea","10_29",84.455,25.5593,NA,NA,NA,NA,NA,NA,12034,15233,17082,20741,26707
"2073","Mor13007","Mor307","Morinda","03_07",76.497784,30.788136,NA,NA,NA,NA,NA,NA,NA,15455,19825,25215,26692
"2074","Kud2778","Kud2912","Kudligi","29_12",76.3853,14.9049,NA,NA,NA,NA,NA,NA,15601,19026,19819,21849,26680
"2075","Tao11290","Tao502","Taoru","05_02",79.32,30.4112,NA,NA,NA,NA,NA,NA,NA,13592,14175,19833,26664
"2076","Bal7289","Bal2211","BalodaBazar","22_11",82.161887,21.655901,NA,NA,NA,NA,NA,NA,10835,17199,17373,22853,26632
"2077","Usm15298","Usm1022","Usmanpur","10_22",86.996957,25.332127,NA,NA,NA,NA,NA,NA,NA,12022,13344,19699,26631
"2078","Tet15420","Tet1022","Tetari","10_22",87.067836,25.376489,NA,NA,NA,NA,NA,NA,NA,10833,11999,18951,26609
"2079","Fai6748","Fai2703","Faizpur","27_03",75.859647,21.166895,10200,NA,NA,10000,11700,12300,11635,17629,21322,23694,26602
"2080","Kad10","Kad3330","Kadiapattinam","33_30",77.305667,8.134086,NA,NA,NA,NA,NA,NA,NA,12638,14527,16428,26589
"2081","Hat18308","Hat1816","HatsoiGrant-I","18_16",94.682737,26.870531,NA,NA,NA,NA,NA,NA,13234,23548,24790,29285,26583
"2082","Utt12876","Utt501","Uttarkashi","05_01",78.444446,30.729757,NA,NA,NA,NA,NA,NA,11254,17524,18731,24221,26572
"2083","Sha16258","Sha964","Shahganj","09_64",82.683433,26.05153,NA,NA,NA,NA,NA,NA,21522,26875,29997,37992,26556
"2084","Man8605","Man2318","Manasa","23_18",75.142685,24.48028,NA,NA,NA,NA,NA,NA,13381,18082,19034,22623,26551
"2085","Sir11587","Sir94","Sirsi","09_04",78.6422226681,28.6402645852,NA,NA,NA,NA,NA,NA,NA,16662,18310,21373,26519
"2086","Son6804","Son2422","Songadh","24_22",73.562705,21.168585,NA,NA,NA,NA,NA,NA,NA,15849,16009,22431,26515
"2087","Tow18320","Tow1816","TowkokGrantNo2","18_16",95.084505,26.886095,NA,NA,NA,NA,NA,NA,10011,16097,18341,18762,26511
"2088","Kat9702","Kat926","KatriPiperKhera","09_26",80.416615,26.47307,NA,NA,NA,NA,NA,NA,NA,NA,NA,17292,26475
"2089","Bah14142","Bah1909","Bahula","19_09",87.195048,23.661291,NA,NA,NA,NA,NA,NA,15816,27231,30144,24609,26471
"2090","Has12026","Has907","Hastinapur","09_07",77.960308,29.142641,NA,NA,NA,NA,NA,NA,NA,14930,15081,21249,26452
"2091","Par4513","Par2815","Parimpudi","28_15",81.427005,17.128117,NA,NA,NA,NA,NA,NA,13097,19063,20852,24036,26441
"2092","Man13103","Man205","Mandi","02_05",76.931867,31.711103,NA,NA,NA,NA,NA,NA,14107,22042,23202,26873,26422
"2093","Mau8671","Mau2314","Mauganj","23_14",81.874841,24.667183,NA,NA,NA,NA,NA,NA,NA,18754,19570,23024,26420
"2094","Har16658","Har1016","Harihans","10_16",84.347515,26.145355,NA,NA,NA,NA,NA,NA,NA,12833,16640,21548,26414
"2095","Nad10346","Nad807","Nadbai","08_07",77.196824,27.218671,NA,NA,NA,NA,NA,NA,NA,15413,17126,21649,26411
"2096","Dha15206","Dha1024","DharharaKasba","10_24",86.40254,25.253409,NA,NA,NA,NA,NA,NA,12409,17701,20533,21180,26406
"2097","Kal135","Kal3329","Kalladaikurichi","33_29",77.464054,8.68674,NA,NA,NA,NA,NA,NA,15584,24737,25768,25746,26398
"2098","Vee114","Vee3214","Veeranakavu","32_14",77.1261709309,8.53219899872999,NA,NA,NA,NA,NA,NA,10675,20529,23252,25813,26384
"2099","Gan12189","Gan902","Gangeru","09_02",77.215135,29.3103,NA,NA,NA,NA,NA,NA,NA,NA,16332,20811,26373
"2100","Bho15240","Bho1022","Bholsar","10_22",87.214727,25.221978,NA,NA,NA,NA,NA,NA,NA,13174,14523,21826,26366
"2101","mars-12","mars-25","Maroli","24_25",72.755949,20.289233,NA,NA,NA,NA,NA,NA,11589,17404,20046,23385,26365
"2102","Tal7226","Tal2701","Talode","27_01",74.2124,21.5609,NA,NA,NA,NA,11000,12100,10830,20055,21700,25036,26363
"2103","Reo16128","Reo963","Reoti","09_63",84.377377,25.849964,NA,NA,NA,NA,NA,NA,11272,17079,17978,22082,26359
"2104","Kor9410","Kor942","KoraJahanabad","09_42",80.3538,26.1054,NA,NA,NA,NA,NA,NA,NA,16264,19150,24200,26359
"2105","Mon18291","Mon1301","MonTown","13_01",95.032456,26.720303,NA,NA,NA,NA,NA,NA,NA,NA,10790,16590,26328
"2106","Ako6048","Ako2726","Akola","27_26",74.0081570125,19.54250392,NA,NA,NA,NA,NA,NA,NA,12623,13175,21353,26318
"2107","Kot2747","Kot2912","Kotturu","29_12",76.2269,14.8244,NA,NA,NA,NA,NA,NA,NA,15445,19174,22701,26289
"2108","Anj7399","Anj2328","Anjad","23_28",75.0519,22.0421,NA,NA,NA,NA,NA,NA,NA,17225,19424,22882,26289
"2109","Chi602","Chi3313","Chinnalapatti","33_13",77.918734,10.284091,NA,NA,NA,NA,NA,13300,15686,22409,22866,23351,26285
"2110","Nar5649","Nar2811","Narasannapeta","28_11",84.045177,18.412411,NA,NA,NA,NA,NA,NA,10442,16065,17990,20807,26280
"2111","Nel5617","Nel610","Nellimarla","06_10",75.705263,29.53408,NA,NA,NA,NA,NA,NA,11496,17959,23089,24919,26259
"2112","Dat11052","Dat919","Dataganj","09_19",79.405997,28.025867,NA,NA,NA,NA,NA,NA,NA,14786,15402,21685,26244
"2113","Akl8539","Akl832","Aklera","08_32",76.569809,24.41417,NA,NA,NA,NA,NA,NA,NA,13621,14490,18172,26240
"2114","Mun8522","Mun2307","Mungaoli","23_07",78.097248,24.406862,NA,NA,NA,NA,NA,NA,NA,13859,18048,19536,26192
"2115","BK2306","BK2823","BKothakota","28_23",78.263415,13.657344,NA,NA,NA,NA,NA,NA,NA,18051,18419,22262,26191
"2116","BKo2306","BKo2823","BKothakota","28_23",78.263415,13.657344,NA,NA,NA,NA,NA,NA,NA,18051,18419,22262,26191
"2117","Gur3809","Gur2817","Gurazala","28_17",79.632227,16.555698,NA,NA,NA,NA,NA,NA,11662,17669,22268,24550,26190
"2118","Koo40235000","Koo3202","Koothuparamba","32_02",75.565482,11.831903,NA,NA,NA,NA,NA,NA,NA,NA,NA,29500,26165
"2119","Man15433","Man1802","Mankachar","18_02",89.861699,25.536889,NA,NA,NA,NA,NA,NA,NA,17051,22735,28780,26162
"2120","Sut6660","Sut2412","Sutrapada","24_12",70.48246,20.843451,NA,NA,NA,NA,NA,NA,10509,16167,17018,22404,26132
"2121","Nas6606","Nas2703","Nashirabad","27_03",75.658058,21.002046,NA,NA,NA,NA,NA,NA,15465,19092,22476,22212,26131
"2122","Mac9371","Mac964","Machhlishahr","09_64",82.410292,25.685457,NA,NA,NA,NA,NA,NA,14105,17163,19750,25371,26107
"2123","Kan00103000","Kan3210","Kanjirappally","32_10",76.78333,9.566667,NA,NA,NA,NA,NA,19100,24000,30000,37100,40200,26069
"2124","Tam10850","Tam924","TambaurCumAhmadabad","09_24",81.157844,27.731366,NA,NA,NA,NA,NA,NA,NA,10235,14025,19684,26052
"2125","Bod7333","Bod2207","Bodri","22_07",82.105675,22.007874,NA,NA,NA,NA,NA,NA,10041,15595,16329,20585,26047
"2126","Cho4638","Cho2808","Choutuppal","28_08",78.897502,17.253629,NA,NA,NA,NA,NA,NA,11831,16339,17936,20140,26032
"2127","Sin546","Sin3323","Singampuneri","33_23",78.422817,10.183696,NA,NA,NA,NA,NA,NA,11609,20317,21954,23835,26030
"2128","Bas10058","Bas812","Bassi","08_12",76.0496513906,26.8329769256,NA,NA,NA,NA,NA,NA,NA,13574,14916,19888,26029
"2129","San10397","San925","Sandi","09_25",79.952778,27.289522,NA,NA,NA,NA,NA,NA,NA,15140,18955,23234,26007
"2130","Loh10668","Loh914","Lohaban","09_14",77.723602,27.510948,NA,NA,NA,NA,NA,NA,NA,NA,NA,17531,26006
"2131","Ard5907","Ard2715","Ardhapur","27_15",77.374018,19.287715,NA,NA,NA,NA,NA,NA,NA,14022,14760,20326,26000
"2132","Kal6345","Kal2720","KalwanBk","27_20",74.024736,20.492074,NA,NA,NA,NA,NA,NA,10794,13362,16687,20700,25989
"2133","Tir519","Tir3323","Tirupathur","33_23",78.598632,10.112846,NA,NA,NA,10700,13000,15600,10823,20421,21272,23559,25980
"2134","Mur5360","Mur2728","MurudBk","27_28",76.240125,18.404979,NA,NA,NA,NA,NA,NA,NA,14286,15260,20552,25978
"2135","Vad83200","Vad3208","Vadakkekara","32_08",76.20965,10.17309,NA,NA,NA,NA,NA,NA,NA,42300,45600,20100,25957
"2136","Chi4460","Chi2815","Chintalapudi","28_15",80.982024,17.0682,NA,NA,NA,NA,NA,NA,13706,19864,20269,22532,25952
"2137","Kri1899","Kri2922","Krishnarajpet","29_22",76.488947,12.665048,NA,NA,NA,NA,NA,NA,11577,17279,17999,22580,25946
"2138","Man907","Man3315","Manachanallur","33_15",78.69864,10.90879,NA,NA,NA,NA,NA,NA,10359,15461,18660,21511,25931
"2139","Kha9044","Kha968","Khamaria","09_68",82.509187,25.242255,NA,NA,NA,NA,NA,NA,NA,16022,19719,25692,25929
